"","otu","order","family","genus","species","pident","volcano","site","sitePlot","plant","smplUnit","time.SmplUnit","abundance","Lat1","Long1","horizontalDatum","flowAgeMin","flowAgeMax","predict","spp","n_delim"
"2947","OTU94","Trombidiformes","Anystidae",NA,NA,100,"Maui","waikamoi","waikamoi_07","Dicranopteris","waikamoi_07_Dicranopteris",31,5,20.79797703,-156.250262,"NAD83",140000,950000,"introduced","Trombidiformes_18",3
"2948","OTU94","Trombidiformes","Anystidae",NA,NA,100,"Maui","waikamoi","waikamoi_07","Groundfern","waikamoi_07_Groundfern",50,8,20.79797703,-156.250262,"NAD83",140000,950000,"introduced","Trombidiformes_18",3
"2949","OTU94","Trombidiformes","Anystidae",NA,NA,100,"Maui","waikamoi","waikamoi_16","BrownCibotium","waikamoi_16_BrownCibotium",36,16,20.79958702,-156.241851,"NAD83",140000,950000,"introduced","Trombidiformes_18",3
"2950","OTU94","Trombidiformes","Anystidae",NA,NA,100,"Maui","waikamoi","waikamoi_16","GreenCibotium","waikamoi_16_GreenCibotium",36,10,20.79958702,-156.241851,"NAD83",140000,950000,"introduced","Trombidiformes_18",3
"2951","OTU94","Trombidiformes","Anystidae",NA,NA,100,"Maui","waikamoi","waikamoi_36","Dicranopteris","waikamoi_36_Dicranopteris",87,12,20.79924303,-156.245885,"NAD83",140000,950000,"introduced","Trombidiformes_18",3
"2952","OTU94","Trombidiformes","Anystidae",NA,NA,100,"Maui","waikamoi","waikamoi_36","Groundfern","waikamoi_36_Groundfern",140,6,20.79924303,-156.245885,"NAD83",140000,950000,"introduced","Trombidiformes_18",3
"2953","OTU946","Araneae","Theridiidae","Ariamnes","melekalikimaka",100,"Maui","waikamoi","waikamoi_07","Styphelia","waikamoi_07_Styphelia",76,10,20.79797703,-156.250262,"NAD83",140000,950000,"endemic","Araneae_118",9
"2954","OTU946","Araneae","Theridiidae","Ariamnes","melekalikimaka",100,"Maui","waikamoi","waikamoi_36","Broussaisia","waikamoi_36_Broussaisia",31,13,20.79924303,-156.245885,"NAD83",140000,950000,"endemic","Araneae_118",9
"2955","OTU946","Araneae","Theridiidae","Ariamnes","melekalikimaka",100,"Maui","waikamoi","waikamoi_36","Groundfern","waikamoi_36_Groundfern",140,8,20.79924303,-156.245885,"NAD83",140000,950000,"endemic","Araneae_118",9
"2956","OTU949","Araneae","Theridiidae","Theridion","grallator",96.172,"Maui","waikamoi","waikamoi_07","Styphelia","waikamoi_07_Styphelia",76,11,20.79797703,-156.250262,"NAD83",140000,950000,"endemic","Araneae_116",5
"2957","OTU98","Trombidiformes","Bdellidae",NA,NA,86.364,"Maui","waikamoi","waikamoi_07","Alyxia","waikamoi_07_Alyxia",46,8,20.79797703,-156.250262,"NAD83",140000,950000,"introduced","Trombidiformes_36",4
"2958","OTU98","Trombidiformes","Bdellidae",NA,NA,86.364,"Maui","waikamoi","waikamoi_16","BrownCibotium","waikamoi_16_BrownCibotium",36,24,20.79958702,-156.241851,"NAD83",140000,950000,"introduced","Trombidiformes_36",4
"2959","OTU1012","Araneae","Tetragnathidae","Tetragnatha","kamakou",99.761,"Molokai","kamakou","kamakou_07","BrownCibotium","kamakou_07_BrownCibotium",34,42,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"2960","OTU1012","Araneae","Tetragnathidae","Tetragnatha","kamakou",99.761,"Molokai","kamakou","kamakou_07","Groundfern","kamakou_07_Groundfern",17,34,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"2961","OTU1012","Araneae","Tetragnathidae","Tetragnatha","kamakou",99.761,"Molokai","kamakou","kamakou_09","Broussaisia","kamakou_09_Broussaisia",70,47,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"2962","OTU1012","Araneae","Tetragnathidae","Tetragnatha","kamakou",99.761,"Molokai","kamakou","kamakou_09","GreenCibotium","kamakou_09_GreenCibotium",120,18,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"2963","OTU1012","Araneae","Tetragnathidae","Tetragnatha","kamakou",99.761,"Molokai","kamakou","kamakou_09","Groundfern","kamakou_09_Groundfern",40,18,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"2964","OTU1012","Araneae","Tetragnathidae","Tetragnatha","kamakou",99.761,"Molokai","kamakou","kamakou_17","GreenCibotium","kamakou_17_GreenCibotium",114,36,21.10995096,-156.893435,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"2965","OTU1050","Araneae","Tetragnathidae","Tetragnatha",NA,93.062,"Molokai","kamakou","kamakou_07","Coprosma","kamakou_07_Coprosma",120,50,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_136",2
"2966","OTU1060","Araneae","Tetragnathidae","Tetragnatha","quasimodo",98.565,"Molokai","kamakou","kamakou_07","Broussaisia","kamakou_07_Broussaisia",125,94,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_69",1
"2967","OTU1060","Araneae","Tetragnathidae","Tetragnatha","quasimodo",98.565,"Molokai","kamakou","kamakou_07","Coprosma","kamakou_07_Coprosma",120,8,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_69",1
"2968","OTU1060","Araneae","Tetragnathidae","Tetragnatha","quasimodo",98.565,"Molokai","kamakou","kamakou_07","Melicope","kamakou_07_Melicope",22,7,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_69",1
"2969","OTU1060","Araneae","Tetragnathidae","Tetragnatha","quasimodo",98.565,"Molokai","kamakou","kamakou_09","Broussaisia","kamakou_09_Broussaisia",70,29,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_69",1
"2970","OTU1060","Araneae","Tetragnathidae","Tetragnatha","quasimodo",98.565,"Molokai","kamakou","kamakou_09","GreenCibotium","kamakou_09_GreenCibotium",120,10,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_69",1
"2971","OTU1060","Araneae","Tetragnathidae","Tetragnatha","quasimodo",98.565,"Molokai","kamakou","kamakou_39","Broussaisia","kamakou_39_Broussaisia",30,50,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_69",1
"2972","OTU1060","Araneae","Tetragnathidae","Tetragnatha","quasimodo",98.565,"Molokai","kamakou","kamakou_39","Melicope","kamakou_39_Melicope",35,115,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_69",1
"2973","OTU1060","Araneae","Tetragnathidae","Tetragnatha","quasimodo",98.565,"Molokai","kamakou","kamakou_39","Styphelia","kamakou_39_Styphelia",20,76,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_69",1
"2974","OTU1092","Araneae","Araneidae","Cyclosa","Tree",100,"Molokai","kamakou","kamakou_17","Broussaisia","kamakou_17_Broussaisia",63,12,21.10995096,-156.893435,"NAD83",1300000,1500000,"endemic","Araneae_48",14
"2975","OTU1112","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",99.282,"Molokai","kamakou","kamakou_07","GreenCibotium","kamakou_07_GreenCibotium",102,146,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"2976","OTU1112","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",99.282,"Molokai","kamakou","kamakou_07","Melicope","kamakou_07_Melicope",22,34,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"2977","OTU1112","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",99.282,"Molokai","kamakou","kamakou_09","GreenCibotium","kamakou_09_GreenCibotium",120,10,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"2978","OTU1112","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",99.282,"Molokai","kamakou","kamakou_09","Groundfern","kamakou_09_Groundfern",40,26,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"2979","OTU1112","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",99.282,"Molokai","kamakou","kamakou_39","Dicranopteris","kamakou_39_Dicranopteris",60,6,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"2980","OTU1112","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",99.282,"Molokai","kamakou","kamakou_39","Groundfern","kamakou_39_Groundfern",10,10,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"2981","OTU1112","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",99.282,"Molokai","kamakou","kamakou_39","Styphelia","kamakou_39_Styphelia",20,54,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"2982","OTU1150","Araneae","Tetragnathidae","Tetragnatha","quasimodo",98.325,"Molokai","kamakou","kamakou_07","Broussaisia","kamakou_07_Broussaisia",125,5,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_70",1
"2983","OTU1150","Araneae","Tetragnathidae","Tetragnatha","quasimodo",98.325,"Molokai","kamakou","kamakou_07","GreenCibotium","kamakou_07_GreenCibotium",102,52,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_70",1
"2984","OTU1150","Araneae","Tetragnathidae","Tetragnatha","quasimodo",98.325,"Molokai","kamakou","kamakou_09","Broussaisia","kamakou_09_Broussaisia",70,68,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_70",1
"2985","OTU1150","Araneae","Tetragnathidae","Tetragnatha","quasimodo",98.325,"Molokai","kamakou","kamakou_09","Groundfern","kamakou_09_Groundfern",40,10,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_70",1
"2986","OTU1186","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",99.761,"Molokai","kamakou","kamakou_07","Broussaisia","kamakou_07_Broussaisia",125,35,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"2987","OTU1186","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",99.761,"Molokai","kamakou","kamakou_07","BrownCibotium","kamakou_07_BrownCibotium",34,25,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"2988","OTU1186","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",99.761,"Molokai","kamakou","kamakou_07","GreenCibotium","kamakou_07_GreenCibotium",102,138,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"2989","OTU1186","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",99.761,"Molokai","kamakou","kamakou_09","Groundfern","kamakou_09_Groundfern",40,16,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"2990","OTU1186","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",99.761,"Molokai","kamakou","kamakou_39","Styphelia","kamakou_39_Styphelia",20,13,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"2991","OTU1192","Araneae","Philodromidae","Philodromus","cespitum",88.489,"Molokai","kamakou","kamakou_09","Broussaisia","kamakou_09_Broussaisia",70,11,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_82",2
"2992","OTU1192","Araneae","Philodromidae","Philodromus","cespitum",88.489,"Molokai","kamakou","kamakou_17","GreenCibotium","kamakou_17_GreenCibotium",114,31,21.10995096,-156.893435,"NAD83",1300000,1500000,"endemic","Araneae_82",2
"2993","OTU1192","Araneae","Philodromidae","Philodromus","cespitum",88.489,"Molokai","kamakou","kamakou_17","Melicope","kamakou_17_Melicope",12,97,21.10995096,-156.893435,"NAD83",1300000,1500000,"endemic","Araneae_82",2
"2994","OTU121","Araneae","Tetragnathidae","Tetragnatha","pilosa",99.282,"Molokai","kamakou","kamakou_09","Groundfern","kamakou_09_Groundfern",40,20,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_29",4
"2995","OTU1214","Araneae","Tetragnathidae","Tetragnatha",NA,92.823,"Molokai","kamakou","kamakou_07","Coprosma","kamakou_07_Coprosma",120,120,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_136",2
"2996","OTU1226","Araneae","Theridiidae","Ariamnes","melekalikimaka",99.761,"Molokai","kamakou","kamakou_17","GreenCibotium","kamakou_17_GreenCibotium",114,8,21.10995096,-156.893435,"NAD83",1300000,1500000,"endemic","Araneae_118",9
"2997","OTU1253","Araneae","Tetragnathidae","Tetragnatha","Redstar",99.282,"Molokai","kamakou","kamakou_09","GreenCibotium","kamakou_09_GreenCibotium",120,6,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_113",13
"2998","OTU1253","Araneae","Tetragnathidae","Tetragnatha","Redstar",99.282,"Molokai","kamakou","kamakou_39","BrownCibotium","kamakou_39_BrownCibotium",45,6,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_113",13
"2999","OTU1289","Araneae","Salticidae","Havaika",NA,96.172,"Molokai","kamakou","kamakou_09","Cheirodendron","kamakou_09_Cheirodendron",28,7,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_83",1
"3000","OTU129","Araneae","Cheiracanthiidae","Cheiracanthium",NA,99.761,"Molokai","kamakou","kamakou_39","BrownCibotium","kamakou_39_BrownCibotium",45,6,21.10766999,-156.894503,"NAD83",1300000,1500000,"introduced","Araneae_17",3
"3001","OTU129","Araneae","Cheiracanthiidae","Cheiracanthium",NA,99.761,"Molokai","kamakou","kamakou_39","Groundfern","kamakou_39_Groundfern",10,15,21.10766999,-156.894503,"NAD83",1300000,1500000,"introduced","Araneae_17",3
"3002","OTU1300","Araneae","Tetragnathidae","Tetragnatha","kamakou",99.282,"Molokai","kamakou","kamakou_07","Broussaisia","kamakou_07_Broussaisia",125,15,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"3003","OTU1300","Araneae","Tetragnathidae","Tetragnatha","kamakou",99.282,"Molokai","kamakou","kamakou_07","BrownCibotium","kamakou_07_BrownCibotium",34,73,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"3004","OTU1300","Araneae","Tetragnathidae","Tetragnatha","kamakou",99.282,"Molokai","kamakou","kamakou_07","Coprosma","kamakou_07_Coprosma",120,35,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"3005","OTU1300","Araneae","Tetragnathidae","Tetragnatha","kamakou",99.282,"Molokai","kamakou","kamakou_09","GreenCibotium","kamakou_09_GreenCibotium",120,6,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"3006","OTU134","Araneae","Tetragnathidae","Tetragnatha","hawaiensis",98.804,"Molokai","kamakou","kamakou_09","Groundfern","kamakou_09_Groundfern",40,64,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_9",8
"3007","OTU1353","Araneae","Linyphiidae","Agyneta","decorata",89.209,"Molokai","kamakou","kamakou_07","Broussaisia","kamakou_07_Broussaisia",125,51,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_41",6
"3008","OTU1353","Araneae","Linyphiidae","Agyneta","decorata",89.209,"Molokai","kamakou","kamakou_39","Myrsine","kamakou_39_Myrsine",15,61,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_41",6
"3009","OTU138","Araneae","Tetragnathidae","Tetragnatha","maka",100,"Molokai","kamakou","kamakou_07","Melicope","kamakou_07_Melicope",22,5,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_18",5
"3010","OTU1404","Araneae","Thomisidae","Mecaphesa","anguliventris",100,"Molokai","kamakou","kamakou_07","GreenCibotium","kamakou_07_GreenCibotium",102,32,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_141",3
"3011","OTU1404","Araneae","Thomisidae","Mecaphesa","anguliventris",100,"Molokai","kamakou","kamakou_09","Broussaisia","kamakou_09_Broussaisia",70,30,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_141",3
"3012","OTU1404","Araneae","Thomisidae","Mecaphesa","anguliventris",100,"Molokai","kamakou","kamakou_17","Astelia","kamakou_17_Astelia",57,41,21.10995096,-156.893435,"NAD83",1300000,1500000,"endemic","Araneae_141",3
"3013","OTU1404","Araneae","Thomisidae","Mecaphesa","anguliventris",100,"Molokai","kamakou","kamakou_17","GreenCibotium","kamakou_17_GreenCibotium",114,6,21.10995096,-156.893435,"NAD83",1300000,1500000,"endemic","Araneae_141",3
"3014","OTU1404","Araneae","Thomisidae","Mecaphesa","anguliventris",100,"Molokai","kamakou","kamakou_17","Labordia","kamakou_17_Labordia",25,11,21.10995096,-156.893435,"NAD83",1300000,1500000,"endemic","Araneae_141",3
"3015","OTU1404","Araneae","Thomisidae","Mecaphesa","anguliventris",100,"Molokai","kamakou","kamakou_39","Melicope","kamakou_39_Melicope",35,19,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_141",3
"3016","OTU1404","Araneae","Thomisidae","Mecaphesa","anguliventris",100,"Molokai","kamakou","kamakou_39","Styphelia","kamakou_39_Styphelia",20,8,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_141",3
"3017","OTU1430","Araneae","Tetragnathidae","Tetragnatha","perkinsi",100,"Molokai","kamakou","kamakou_39","BrownCibotium","kamakou_39_BrownCibotium",45,12,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_87",8
"3018","OTU1452","Araneae","Philodromidae","Proernus","stigmaticus",88.756,"Molokai","kamakou","kamakou_17","Groundfern","kamakou_17_Groundfern",25,14,21.10995096,-156.893435,"NAD83",1300000,1500000,"endemic","Araneae_103",3
"3019","OTU146","Araneae","Tetragnathidae","Tetragnatha","pilosa",99.522,"Molokai","kamakou","kamakou_07","BrownCibotium","kamakou_07_BrownCibotium",34,20,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_29",4
"3020","OTU1467","Araneae","Linyphiidae","Agyneta","flibuscrocus",86.842,"Molokai","kamakou","kamakou_39","BrownCibotium","kamakou_39_BrownCibotium",45,6,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_74",9
"3021","OTU149","Araneae","Tetragnathidae","Tetragnatha","hawaiensis",98.804,"Molokai","kamakou","kamakou_07","BrownCibotium","kamakou_07_BrownCibotium",34,24,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_9",8
"3022","OTU149","Araneae","Tetragnathidae","Tetragnatha","hawaiensis",98.804,"Molokai","kamakou","kamakou_07","Coprosma","kamakou_07_Coprosma",120,60,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_9",8
"3023","OTU149","Araneae","Tetragnathidae","Tetragnatha","hawaiensis",98.804,"Molokai","kamakou","kamakou_09","GreenCibotium","kamakou_09_GreenCibotium",120,6,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_9",8
"3024","OTU1498","Araneae","Linyphiidae","Orsonwelles","falstaffius",99.761,"Molokai","kamakou","kamakou_17","BrownCibotium","kamakou_17_BrownCibotium",57,6,21.10995096,-156.893435,"NAD83",1300000,1500000,"endemic","Araneae_92",1
"3025","OTU1509","Araneae","Salticidae","Havaika",NA,99.522,"Molokai","kamakou","kamakou_07","GreenCibotium","kamakou_07_GreenCibotium",102,13,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_85",10
"3026","OTU1509","Araneae","Salticidae","Havaika",NA,99.522,"Molokai","kamakou","kamakou_07","Melicope","kamakou_07_Melicope",22,42,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_85",10
"3027","OTU1509","Araneae","Salticidae","Havaika",NA,99.522,"Molokai","kamakou","kamakou_09","GreenCibotium","kamakou_09_GreenCibotium",120,25,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_85",10
"3028","OTU1509","Araneae","Salticidae","Havaika",NA,99.522,"Molokai","kamakou","kamakou_39","BrownCibotium","kamakou_39_BrownCibotium",45,78,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_85",10
"3029","OTU1591","Araneae","Tetragnathidae","Tetragnatha","eurychasma",100,"Molokai","kamakou","kamakou_09","Dicranopteris","kamakou_09_Dicranopteris",37,12,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_128",6
"3030","OTU1591","Araneae","Tetragnathidae","Tetragnatha","eurychasma",100,"Molokai","kamakou","kamakou_09","GreenCibotium","kamakou_09_GreenCibotium",120,28,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_128",6
"3031","OTU1591","Araneae","Tetragnathidae","Tetragnatha","eurychasma",100,"Molokai","kamakou","kamakou_09","Groundfern","kamakou_09_Groundfern",40,22,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_128",6
"3032","OTU1591","Araneae","Tetragnathidae","Tetragnatha","eurychasma",100,"Molokai","kamakou","kamakou_17","Groundfern","kamakou_17_Groundfern",25,65,21.10995096,-156.893435,"NAD83",1300000,1500000,"endemic","Araneae_128",6
"3033","OTU1591","Araneae","Tetragnathidae","Tetragnatha","eurychasma",100,"Molokai","kamakou","kamakou_39","Dicranopteris","kamakou_39_Dicranopteris",60,44,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_128",6
"3034","OTU160","Araneae","Tetragnathidae","Tetragnatha","kamakou",100,"Molokai","kamakou","kamakou_07","Broussaisia","kamakou_07_Broussaisia",125,227,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"3035","OTU160","Araneae","Tetragnathidae","Tetragnatha","kamakou",100,"Molokai","kamakou","kamakou_07","Coprosma","kamakou_07_Coprosma",120,72,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"3036","OTU160","Araneae","Tetragnathidae","Tetragnatha","kamakou",100,"Molokai","kamakou","kamakou_07","GreenCibotium","kamakou_07_GreenCibotium",102,271,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"3037","OTU160","Araneae","Tetragnathidae","Tetragnatha","kamakou",100,"Molokai","kamakou","kamakou_07","Groundfern","kamakou_07_Groundfern",17,98,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"3038","OTU160","Araneae","Tetragnathidae","Tetragnatha","kamakou",100,"Molokai","kamakou","kamakou_09","Cheirodendron","kamakou_09_Cheirodendron",28,54,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"3039","OTU160","Araneae","Tetragnathidae","Tetragnatha","kamakou",100,"Molokai","kamakou","kamakou_09","Dicranopteris","kamakou_09_Dicranopteris",37,167,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"3040","OTU160","Araneae","Tetragnathidae","Tetragnatha","kamakou",100,"Molokai","kamakou","kamakou_09","GreenCibotium","kamakou_09_GreenCibotium",120,50,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"3041","OTU160","Araneae","Tetragnathidae","Tetragnatha","kamakou",100,"Molokai","kamakou","kamakou_09","Groundfern","kamakou_09_Groundfern",40,12,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"3042","OTU160","Araneae","Tetragnathidae","Tetragnatha","kamakou",100,"Molokai","kamakou","kamakou_17","BrownCibotium","kamakou_17_BrownCibotium",57,27,21.10995096,-156.893435,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"3043","OTU160","Araneae","Tetragnathidae","Tetragnatha","kamakou",100,"Molokai","kamakou","kamakou_17","GreenCibotium","kamakou_17_GreenCibotium",114,437,21.10995096,-156.893435,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"3044","OTU160","Araneae","Tetragnathidae","Tetragnatha","kamakou",100,"Molokai","kamakou","kamakou_17","Kadua","kamakou_17_Kadua",57,27,21.10995096,-156.893435,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"3045","OTU160","Araneae","Tetragnathidae","Tetragnatha","kamakou",100,"Molokai","kamakou","kamakou_17","Labordia","kamakou_17_Labordia",25,118,21.10995096,-156.893435,"NAD83",1300000,1500000,"endemic","Araneae_34",5
"3046","OTU1656","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",99.282,"Molokai","kamakou","kamakou_07","Broussaisia","kamakou_07_Broussaisia",125,19,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"3047","OTU1656","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",99.282,"Molokai","kamakou","kamakou_07","GreenCibotium","kamakou_07_GreenCibotium",102,7,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"3048","OTU1656","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",99.282,"Molokai","kamakou","kamakou_39","Metrosideros","kamakou_39_Metrosideros",25,20,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"3049","OTU1656","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",99.282,"Molokai","kamakou","kamakou_39","Myrsine","kamakou_39_Myrsine",15,9,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"3050","OTU1656","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",99.282,"Molokai","kamakou","kamakou_39","Styphelia","kamakou_39_Styphelia",20,10,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"3051","OTU174","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.761,"Molokai","kamakou","kamakou_07","BrownCibotium","kamakou_07_BrownCibotium",34,130,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_65",9
"3052","OTU174","Araneae","Tetragnathidae","Tetragnatha","quasimodo",99.761,"Molokai","kamakou","kamakou_39","BrownCibotium","kamakou_39_BrownCibotium",45,6,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_65",9
"3053","OTU1744","Araneae","Theridiidae","Ariamnes","melekalikimaka",90.67,"Molokai","kamakou","kamakou_17","Broussaisia","kamakou_17_Broussaisia",63,6,21.10995096,-156.893435,"NAD83",1300000,1500000,"introduced","Araneae_13",2
"3054","OTU1754","Araneae","Tetragnathidae","Tetragnatha","eurychasma",98.565,"Molokai","kamakou","kamakou_09","Dicranopteris","kamakou_09_Dicranopteris",37,5,21.10920003,-156.895494,"NAD83",1300000,1500000,"endemic","Araneae_128",6
"3055","OTU1754","Araneae","Tetragnathidae","Tetragnatha","eurychasma",98.565,"Molokai","kamakou","kamakou_17","Groundfern","kamakou_17_Groundfern",25,91,21.10995096,-156.893435,"NAD83",1300000,1500000,"endemic","Araneae_128",6
"3056","OTU1764","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",100,"Molokai","kamakou","kamakou_07","Broussaisia","kamakou_07_Broussaisia",125,9,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"3057","OTU1764","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",100,"Molokai","kamakou","kamakou_07","GreenCibotium","kamakou_07_GreenCibotium",102,28,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"3058","OTU1764","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",100,"Molokai","kamakou","kamakou_07","Groundfern","kamakou_07_Groundfern",17,38,21.10734201,-156.896243,"NAD83",1300000,1500000,"endemic","Araneae_86",10
"3059","OTU1764","Araneae","Tetragnathidae","Tetragnatha","filiciphilia",100,"Molokai","kamakou","kamakou_39","Styphelia","kamakou_39_Styphelia",20,63,21.10766999,-156.894503,"NAD83",1300000,1500000,"endemic","Araneae_86",10
